年,月,日,レース場番号,レース番号,着順,勝敗,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数,1着回数,2着回数
2025,6,24,20,6,2.0,1.0,3,4484,34,50,B1,4.48,34.65,30.0,37.5,3.8,2.0,7.0,7.0,14.0
2025,6,24,20,6,6.0,0.0,4,4349,39,50,B1,5.08,26.67,16.67,15.3,2.8,0.0,2.0,15.0,20.0
2025,6,24,20,6,4.0,0.0,5,3232,58,47,A1,5.84,37.88,33.33,23.0,4.4,1.0,2.0,12.0,15.0
2025,6,24,20,6,3.0,0.0,6,4123,43,47,A1,6.57,34.92,14.29,26.6,3.7,1.0,3.0,27.0,28.0
2025,6,24,20,7,5.0,0.0,1,4773,31,49,A2,5.89,27.27,12.5,80.0,3.8,14.0,6.0,20.0,31.0
2025,6,24,20,7,6.0,0.0,2,5153,29,46,B1,4.51,45.97,33.33,11.7,3.4,0.0,2.0,7.0,7.0
2025,6,24,20,7,1.0,1.0,3,5148,31,47,B1,4.77,29.55,40.0,27.7,3.2,4.0,1.0,14.0,18.0
2025,6,24,20,7,3.0,0.0,4,4924,32,48,B1,4.49,33.88,0.0,11.1,3.8,0.0,1.0,3.0,8.0
2025,6,24,20,7,4.0,0.0,5,4819,34,46,A2,4.91,30.0,25.0,8.3,3.5,0.0,2.0,12.0,11.0
2025,6,24,20,7,2.0,1.0,6,4433,39,47,A1,6.4,43.51,33.33,26.3,4.4,0.0,5.0,27.0,23.0
2025,6,24,20,8,2.0,1.0,1,4014,45,47,A2,5.81,34.65,33.33,72.0,3.6,11.0,7.0,16.0,22.0
2025,6,24,20,8,1.0,1.0,2,3994,46,46,A2,5.11,39.68,63.64,38.8,3.8,1.0,6.0,13.0,25.0
2025,6,24,20,8,3.0,0.0,3,4224,43,50,B1,5.01,34.33,20.0,23.0,4.1,1.0,2.0,17.0,13.0
2025,6,24,20,8,5.0,0.0,4,4408,39,48,B2,4.11,35.38,44.44,0.0,3.5,0.0,0.0,2.0,3.0
2025,6,24,20,8,4.0,0.0,5,5283,21,48,B1,1.65,36.07,62.5,0.0,3.5,0.0,0.0,2.0,1.0
2025,6,24,20,8,6.0,0.0,6,4940,26,54,B2,2.33,31.3,22.22,0.0,3.3,0.0,0.0,1.0,4.0
2025,6,24,20,9,1.0,1.0,1,4936,28,48,A2,5.47,33.33,11.11,84.6,3.4,9.0,2.0,15.0,17.0
2025,6,24,20,9,2.0,1.0,2,5195,23,44,B1,4.86,28.15,50.0,23.0,3.0,0.0,3.0,3.0,8.0
2025,6,24,20,9,5.0,0.0,3,4283,41,51,B1,4.83,35.16,75.0,8.3,3.3,0.0,1.0,4.0,9.0
2025,6,24,20,9,4.0,0.0,4,4844,32,50,B1,4.09,37.59,25.0,12.9,3.6,0.0,4.0,8.0,15.0
2025,6,24,20,9,6.0,0.0,5,4045,45,47,A2,5.07,26.36,62.5,25.0,2.9,1.0,4.0,21.0,18.0
2025,6,24,20,9,3.0,0.0,6,4536,35,47,A1,5.36,35.25,47.37,10.0,5.1,0.0,2.0,23.0,22.0
2025,6,24,20,10,1.0,1.0,1,4123,43,47,A1,6.57,34.92,14.29,75.0,3.6,13.0,8.0,27.0,28.0
2025,6,24,20,10,,,2,4901,32,45,B2,4.22,46.72,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,24,20,10,,,3,5277,23,46,B1,4.97,29.03,60.0,20.0,2.6,2.0,3.0,11.0,21.0
2025,6,24,20,10,,,4,4627,39,48,A1,5.78,44.96,22.22,16.6,3.0,1.0,1.0,14.0,14.0
2025,6,24,20,10,2.0,1.0,5,4484,34,50,B1,4.48,34.65,30.0,5.2,4.1,0.0,1.0,7.0,14.0
2025,6,24,20,10,3.0,0.0,6,4764,35,47,B1,5.49,24.82,55.56,0.0,3.2,0.0,0.0,20.0,17.0
2025,6,24,20,11,1.0,1.0,1,4433,39,47,A1,6.4,43.51,33.33,73.3,3.6,19.0,3.0,27.0,23.0
2025,6,24,20,11,2.0,1.0,2,3845,48,45,A1,6.3,30.83,33.33,37.5,4.5,1.0,8.0,26.0,23.0
2025,6,24,20,11,5.0,0.0,3,4447,38,50,A2,6.14,37.01,44.44,50.0,2.6,4.0,4.0,23.0,18.0
2025,6,24,20,11,3.0,0.0,4,4286,40,48,A2,5.64,27.91,50.0,23.8,2.8,2.0,3.0,24.0,14.0
2025,6,24,20,11,4.0,0.0,5,3993,46,49,B1,5.17,39.52,20.0,5.5,3.5,0.0,1.0,7.0,10.0
2025,6,24,20,11,6.0,0.0,6,4385,39,50,B1,3.29,40.87,40.0,0.0,5.5,0.0,0.0,2.0,1.0
2025,6,24,20,12,1.0,1.0,1,4011,45,46,A2,5.5,38.84,22.22,68.1,2.9,11.0,4.0,19.0,27.0
2025,6,24,20,12,6.0,0.0,2,5250,23,46,B1,2.89,43.08,44.44,14.2,4.1,1.0,0.0,2.0,0.0
2025,6,24,20,12,2.0,1.0,3,4065,45,43,A2,5.94,55.17,33.33,57.1,2.7,3.0,5.0,18.0,15.0
2025,6,24,20,12,4.0,0.0,4,4845,32,48,A1,6.31,38.1,12.5,50.0,2.7,5.0,5.0,21.0,23.0
2025,6,24,20,12,5.0,0.0,5,4530,36,46,A2,6.81,35.94,23.53,26.3,3.6,0.0,5.0,31.0,18.0
2025,6,24,20,12,3.0,0.0,6,3435,56,46,A1,6.6,34.62,30.0,14.2,3.4,0.0,3.0,37.0,31.0
2025,6,24,19,1,1.0,1.0,1,3808,50,61,B1,3.8,17.78,12.77,56.2,2.3,6.0,3.0,8.0,16.0
2025,6,24,19,1,4.0,0.0,2,4747,39,52,B1,3.24,20.93,34.09,15.3,2.2,1.0,1.0,6.0,8.0
2025,6,24,19,1,2.0,1.0,3,4475,37,54,A2,5.89,37.5,34.88,41.1,2.5,3.0,4.0,27.0,19.0
2025,6,24,19,1,5.0,0.0,4,3929,49,52,B1,4.99,34.09,41.86,16.6,3.1,1.0,2.0,11.0,17.0
2025,6,24,19,1,6.0,0.0,5,5326,21,47,B2,2.49,36.59,19.15,11.7,4.2,1.0,1.0,1.0,1.0
2025,6,24,19,1,3.0,0.0,6,4006,47,51,B1,4.41,53.33,26.67,0.0,5.1,0.0,0.0,5.0,21.0
2025,6,24,19,2,1.0,1.0,1,3284,57,53,B1,5.32,37.5,47.83,82.3,2.7,11.0,3.0,18.0,17.0
2025,6,24,19,2,6.0,0.0,2,5308,20,54,B1,3.49,24.0,54.76,14.2,4.4,0.0,2.0,3.0,6.0
2025,6,24,19,2,4.0,0.0,3,3880,52,55,B1,4.39,34.09,41.3,29.4,3.7,3.0,2.0,7.0,17.0
2025,6,24,19,2,5.0,0.0,4,4731,36,53,B1,5.52,28.21,45.45,11.7,3.4,0.0,2.0,8.0,13.0
2025,6,24,19,2,3.0,0.0,5,3581,52,53,B1,4.91,17.07,29.55,0.0,4.0,0.0,0.0,14.0,21.0
2025,6,24,19,2,2.0,1.0,6,3802,51,48,B1,4.54,33.33,34.78,0.0,3.7,0.0,0.0,11.0,13.0
2025,6,24,19,3,4.0,0.0,1,3990,46,51,B1,5.22,33.33,20.45,72.2,2.7,8.0,5.0,16.0,26.0
2025,6,24,19,3,3.0,0.0,2,3850,52,53,B1,4.97,32.65,29.55,46.6,2.7,2.0,5.0,14.0,17.0
2025,6,24,19,3,5.0,0.0,3,5310,20,48,B1,3.0,36.59,32.56,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,24,19,3,1.0,1.0,4,5276,23,51,B1,5.68,37.21,38.3,44.4,3.1,2.0,6.0,17.0,27.0
2025,6,24,19,3,2.0,1.0,5,4441,38,55,A1,6.17,35.71,36.36,5.5,3.0,1.0,0.0,30.0,26.0
2025,6,24,19,3,6.0,0.0,6,3621,51,57,A2,5.96,40.0,35.56,11.1,3.9,0.0,2.0,24.0,16.0
2025,6,24,19,4,5.0,0.0,1,4410,39,52,B1,4.81,36.96,38.64,76.4,2.5,6.0,7.0,10.0,18.0
2025,6,24,19,4,2.0,1.0,2,4233,41,52,A2,5.88,21.57,40.0,52.3,2.5,5.0,6.0,28.0,36.0
2025,6,24,19,4,3.0,0.0,3,4878,30,47,B1,4.93,47.73,46.34,18.1,3.1,0.0,2.0,6.0,7.0
2025,6,24,19,4,4.0,0.0,4,4531,36,54,A2,5.91,31.71,40.91,40.0,4.2,0.0,8.0,23.0,25.0
2025,6,24,19,4,6.0,0.0,5,5370,23,49,B2,1.38,31.25,34.09,0.0,5.0,0.0,0.0,0.0,1.0
2025,6,24,19,4,1.0,1.0,6,3744,50,53,A1,7.36,23.4,38.64,28.5,2.0,1.0,1.0,45.0,30.0
2025,6,24,19,5,2.0,1.0,1,3616,52,54,A2,5.2,48.89,36.59,65.3,2.3,10.0,7.0,16.0,17.0
2025,6,24,19,5,1.0,1.0,2,5017,26,52,A1,6.73,39.13,24.44,45.8,2.5,6.0,5.0,36.0,30.0
2025,6,24,19,5,3.0,0.0,3,5155,28,43,B2,4.78,21.28,39.02,23.0,3.4,1.0,2.0,5.0,6.0
2025,6,24,19,5,5.0,0.0,4,4714,34,49,B1,4.91,21.95,38.64,13.3,3.6,0.0,2.0,13.0,13.0
2025,6,24,19,5,6.0,0.0,5,3569,54,54,B1,4.31,37.78,20.0,5.5,4.1,1.0,0.0,13.0,13.0
2025,6,24,19,5,4.0,0.0,6,4387,39,46,A1,6.7,26.67,28.26,25.0,3.8,0.0,3.0,29.0,27.0
2025,6,24,19,6,4.0,0.0,1,4457,39,53,B1,4.11,35.56,22.73,35.7,3.1,4.0,1.0,6.0,20.0
2025,6,24,19,6,1.0,1.0,2,3918,50,52,A1,5.75,52.27,52.38,41.1,3.4,2.0,5.0,18.0,21.0
2025,6,24,19,6,2.0,1.0,3,4228,42,59,A2,4.95,54.76,54.55,50.0,3.4,7.0,4.0,23.0,23.0
2025,6,24,19,6,6.0,0.0,4,3808,50,61,B1,3.8,17.78,12.77,25.0,3.2,1.0,3.0,8.0,16.0
2025,6,24,19,6,5.0,0.0,5,5308,20,54,B1,3.49,24.0,54.76,12.5,4.0,1.0,1.0,3.0,6.0
2025,6,24,19,6,3.0,0.0,6,3826,51,52,A2,5.96,40.48,20.45,33.3,3.2,2.0,3.0,17.0,21.0
2025,6,24,19,7,2.0,1.0,1,3251,58,50,A2,5.64,31.82,45.45,84.3,3.5,22.0,5.0,35.0,22.0
2025,6,24,19,7,1.0,1.0,2,4064,45,51,A1,6.51,18.0,31.11,48.0,3.0,6.0,6.0,39.0,34.0
2025,6,24,19,7,3.0,0.0,3,5276,23,51,B1,5.68,37.21,38.3,47.3,3.9,1.0,8.0,17.0,27.0
2025,6,24,19,7,4.0,0.0,4,5326,21,47,B2,2.49,36.59,19.15,0.0,4.1,0.0,0.0,1.0,1.0
2025,6,24,19,7,5.0,0.0,5,4754,36,51,A2,6.34,28.21,34.78,18.7,3.0,0.0,3.0,40.0,23.0
2025,6,24,19,7,6.0,0.0,6,3868,49,56,B1,4.64,33.33,34.88,7.6,4.3,0.0,1.0,13.0,16.0
2025,6,24,19,8,1.0,1.0,1,4428,39,54,A1,6.03,29.55,23.91,83.3,2.8,14.0,6.0,24.0,29.0
2025,6,24,19,8,2.0,1.0,2,3929,49,52,B1,4.99,34.09,41.86,46.6,3.4,4.0,3.0,11.0,17.0
2025,6,24,19,8,3.0,0.0,3,3990,46,51,B1,5.22,33.33,20.45,54.5,2.6,3.0,9.0,16.0,26.0
2025,6,24,19,8,,,4,5010,28,55,A2,5.63,23.91,37.78,47.8,2.3,8.0,3.0,22.0,20.0
2025,6,24,19,8,4.0,0.0,5,4823,32,45,B2,5.56,28.89,28.89,12.5,2.0,0.0,1.0,8.0,10.0
2025,6,24,19,8,5.0,0.0,6,5370,23,49,B2,1.38,31.25,34.09,1.2,4.6,0.0,1.0,0.0,1.0
2025,6,24,19,9,1.0,1.0,1,3655,51,54,A2,5.89,41.03,48.84,76.0,3.2,8.0,11.0,18.0,34.0
2025,6,24,19,9,5.0,0.0,2,5155,28,43,B2,4.78,21.28,39.02,33.3,2.9,2.0,3.0,5.0,6.0
2025,6,24,19,9,4.0,0.0,3,4171,42,51,A2,6.59,26.09,28.89,62.5,3.1,7.0,8.0,39.0,26.0
2025,6,24,19,9,6.0,0.0,4,5310,20,48,B1,3.0,36.59,32.56,0.0,5.4,0.0,0.0,0.0,0.0
2025,6,24,19,9,3.0,0.0,5,4410,39,52,B1,4.81,36.96,38.64,0.0,3.7,0.0,0.0,10.0,18.0
2025,6,24,19,9,2.0,1.0,6,4506,37,53,B1,5.78,34.09,26.67,5.8,2.9,1.0,0.0,29.0,22.0
2025,6,24,19,10,1.0,1.0,1,4441,38,55,A1,6.17,35.71,36.36,76.9,2.9,16.0,4.0,30.0,26.0
2025,6,24,19,10,6.0,0.0,2,4006,47,51,B1,4.41,53.33,26.67,20.0,4.0,1.0,3.0,5.0,21.0
2025,6,24,19,10,2.0,1.0,3,3826,51,52,A2,5.96,40.48,20.45,30.7,3.2,0.0,4.0,17.0,21.0
2025,6,24,19,10,4.0,0.0,4,4387,39,46,A1,6.7,26.67,28.26,35.0,3.1,2.0,5.0,29.0,27.0
2025,6,24,19,10,3.0,0.0,5,4731,36,53,B1,5.52,28.21,45.45,16.6,2.1,1.0,1.0,8.0,13.0
2025,6,24,19,10,5.0,0.0,6,4233,41,52,A2,5.88,21.57,40.0,0.0,4.5,0.0,0.0,28.0,36.0
2025,6,24,19,11,5.0,0.0,1,4064,45,51,A1,6.51,18.0,31.11,91.4,2.3,27.0,5.0,39.0,34.0
2025,6,24,19,11,4.0,0.0,2,3744,50,53,A1,7.36,23.4,38.64,60.0,3.0,2.0,10.0,45.0,30.0
2025,6,24,19,11,6.0,0.0,3,3850,52,53,B1,4.97,32.65,29.55,54.5,3.5,1.0,5.0,14.0,17.0
2025,6,24,19,11,1.0,1.0,4,4475,37,54,A2,5.89,37.5,34.88,40.0,2.5,2.0,4.0,27.0,19.0
2025,6,24,19,11,2.0,1.0,5,3880,52,55,B1,4.39,34.09,41.3,11.7,4.4,0.0,2.0,7.0,17.0
2025,6,24,19,11,3.0,0.0,6,4228,42,59,A2,4.95,54.76,54.55,20.0,4.3,0.0,3.0,23.0,23.0
2025,6,24,19,12,1.0,1.0,1,5017,26,52,A1,6.73,39.13,24.44,82.7,3.1,18.0,6.0,36.0,30.0
2025,6,24,19,12,5.0,0.0,2,3621,51,57,A2,5.96,40.0,35.56,33.3,3.3,2.0,4.0,24.0,16.0
2025,6,24,19,12,2.0,1.0,3,4428,39,54,A1,6.03,29.55,23.91,40.0,2.5,3.0,5.0,24.0,29.0
2025,6,24,19,12,3.0,0.0,4,4754,36,51,A2,6.34,28.21,34.78,33.3,3.0,4.0,3.0,40.0,23.0
2025,6,24,19,12,6.0,0.0,5,3918,50,52,A1,5.75,52.27,52.38,12.5,3.9,0.0,3.0,18.0,21.0
2025,6,24,19,12,4.0,0.0,6,4531,36,54,A2,5.91,31.71,40.91,17.6,4.0,1.0,2.0,23.0,25.0
2025,6,24,18,1,1.0,1.0,1,4288,40,53,A1,6.99,31.58,35.06,84.3,1.8,24.0,3.0,44.0,27.0
2025,6,24,18,1,2.0,1.0,2,4785,37,52,B1,4.8,25.64,24.46,33.3,3.1,1.0,4.0,3.0,15.0
2025,6,24,18,1,6.0,0.0,3,5336,19,54,B2,1.61,27.03,30.52,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,24,18,1,5.0,0.0,4,5176,32,53,B2,2.53,18.18,23.84,0.0,2.5,0.0,0.0,1.0,4.0
2025,6,24,18,1,3.0,0.0,5,4866,35,55,B1,4.05,29.73,33.11,18.7,2.5,1.0,2.0,13.0,13.0
2025,6,24,18,1,4.0,0.0,6,3797,52,62,B1,3.95,25.64,28.86,0.0,4.9,0.0,0.0,1.0,7.0
2025,6,24,18,2,3.0,0.0,1,4239,41,55,A2,6.38,39.47,30.92,89.2,3.0,23.0,2.0,31.0,25.0
2025,6,24,18,2,2.0,1.0,2,4154,45,52,B1,5.51,32.35,31.21,42.1,4.3,3.0,5.0,20.0,22.0
2025,6,24,18,2,6.0,0.0,3,3928,49,61,B1,3.72,22.58,40.94,20.0,3.2,3.0,1.0,14.0,5.0
2025,6,24,18,2,4.0,0.0,4,3713,50,54,A2,5.56,29.41,35.48,25.9,2.0,5.0,2.0,23.0,21.0
2025,6,24,18,2,1.0,1.0,5,4415,38,56,A1,6.36,54.05,26.71,25.0,3.1,3.0,2.0,42.0,15.0
2025,6,24,18,2,5.0,0.0,6,5396,23,51,B2,1.0,22.5,32.89,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,24,18,3,1.0,1.0,1,3159,60,54,A1,7.46,15.63,31.33,71.4,3.6,22.0,3.0,37.0,32.0
2025,6,24,18,3,2.0,1.0,2,4424,40,51,A2,6.0,24.14,32.89,47.3,2.6,6.0,3.0,31.0,19.0
2025,6,24,18,3,5.0,0.0,3,3459,58,56,B1,4.06,16.22,32.89,11.7,3.9,0.0,2.0,8.0,16.0
2025,6,24,18,3,4.0,0.0,4,4487,39,52,B1,4.19,14.71,32.68,11.1,4.4,0.0,2.0,9.0,13.0
2025,6,24,18,3,3.0,0.0,5,4056,46,53,B1,4.3,40.0,37.25,10.0,2.5,0.0,2.0,12.0,13.0
2025,6,24,18,3,6.0,0.0,6,5273,23,52,B1,4.35,25.0,34.9,11.1,3.7,1.0,1.0,9.0,15.0
2025,6,24,18,4,1.0,1.0,1,4794,34,55,A1,6.88,48.65,41.06,82.3,2.1,25.0,3.0,50.0,25.0
2025,6,24,18,4,6.0,0.0,2,4110,45,57,B1,4.01,23.08,23.38,27.7,3.3,2.0,3.0,10.0,10.0
2025,6,24,18,4,4.0,0.0,3,5166,25,52,A2,5.77,12.5,27.4,54.5,3.6,6.0,0.0,20.0,16.0
2025,6,24,18,4,3.0,0.0,4,3974,48,52,B1,4.08,51.35,30.61,15.7,3.4,1.0,2.0,8.0,12.0
2025,6,24,18,4,5.0,0.0,5,3998,46,52,B1,4.8,16.0,33.56,4.0,4.2,0.0,1.0,10.0,24.0
2025,6,24,18,4,2.0,1.0,6,4348,39,55,A1,6.28,36.84,33.11,4.7,4.5,0.0,1.0,31.0,22.0
2025,6,24,18,5,1.0,1.0,1,4835,37,54,B1,5.1,29.73,38.93,64.7,2.8,6.0,5.0,13.0,24.0
2025,6,24,18,5,5.0,0.0,2,4423,36,55,B1,5.28,63.16,30.52,35.2,4.4,0.0,6.0,11.0,17.0
2025,6,24,18,5,4.0,0.0,3,4003,47,53,A2,5.21,35.48,44.3,28.5,3.6,1.0,3.0,12.0,15.0
2025,6,24,18,5,3.0,0.0,4,4785,37,52,B1,4.8,25.64,24.46,33.3,4.2,0.0,4.0,3.0,15.0
2025,6,24,18,5,6.0,0.0,5,3891,49,56,B1,3.85,56.76,40.35,5.0,3.5,0.0,1.0,9.0,6.0
2025,6,24,18,5,2.0,1.0,6,4237,41,52,A1,7.38,33.33,33.99,9.0,4.7,1.0,0.0,43.0,21.0
2025,6,24,18,6,1.0,1.0,1,4866,35,55,B1,4.05,29.73,33.11,57.1,2.5,8.0,0.0,13.0,13.0
2025,6,24,18,6,5.0,0.0,2,3462,58,52,B1,3.53,40.0,30.26,12.5,4.1,1.0,1.0,5.0,8.0
2025,6,24,18,6,2.0,1.0,3,3562,56,52,A1,5.96,30.77,37.33,50.0,3.0,4.0,7.0,24.0,30.0
2025,6,24,18,6,4.0,0.0,4,4271,43,52,B1,4.52,28.13,36.24,12.5,2.5,3.0,0.0,12.0,11.0
2025,6,24,18,6,6.0,0.0,5,4674,37,51,B1,5.55,45.0,21.99,22.2,2.7,2.0,2.0,20.0,23.0
2025,6,24,18,6,3.0,0.0,6,4539,34,53,A1,6.39,30.77,31.79,29.4,2.7,1.0,4.0,38.0,25.0
2025,6,24,18,7,,,1,5176,32,53,B2,2.53,18.18,23.84,33.3,5.3,0.0,1.0,1.0,4.0
2025,6,24,18,7,3.0,0.0,2,4487,39,52,B1,4.19,14.71,32.68,20.0,4.8,0.0,4.0,9.0,13.0
2025,6,24,18,7,1.0,1.0,3,4871,32,56,B1,5.16,42.11,36.36,38.1,3.4,4.0,4.0,13.0,16.0
2025,6,24,18,7,2.0,1.0,4,4103,45,53,B1,4.06,29.73,28.37,10.0,4.8,0.0,2.0,6.0,14.0
2025,6,24,18,7,4.0,0.0,5,3928,49,61,B1,3.72,22.58,40.94,6.2,4.3,1.0,0.0,14.0,5.0
2025,6,24,18,7,5.0,0.0,6,5396,23,51,B2,1.0,22.5,32.89,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,24,18,8,5.0,0.0,1,5336,19,54,B2,1.61,27.03,30.52,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,24,18,8,2.0,1.0,2,4056,46,53,B1,4.3,40.0,37.25,37.5,2.8,2.0,4.0,12.0,13.0
2025,6,24,18,8,1.0,1.0,3,4512,36,51,A1,6.89,32.43,26.67,56.5,2.7,2.0,11.0,35.0,32.0
2025,6,24,18,8,6.0,0.0,4,4113,44,56,B1,4.37,23.68,30.82,17.6,3.9,1.0,2.0,17.0,19.0
2025,6,24,18,8,3.0,0.0,5,4110,45,57,B1,4.01,23.08,23.38,7.1,3.6,0.0,1.0,10.0,10.0
2025,6,24,18,8,4.0,0.0,6,4009,46,58,A2,5.51,46.15,39.47,0.0,2.3,0.0,0.0,21.0,15.0
2025,6,24,18,9,1.0,1.0,1,3891,49,56,B1,3.85,56.76,40.35,50.0,3.1,6.0,2.0,9.0,6.0
2025,6,24,18,9,2.0,1.0,2,4094,44,54,B1,4.77,47.5,33.99,14.2,3.8,1.0,2.0,7.0,17.0
2025,6,24,18,9,6.0,0.0,3,3797,52,62,B1,3.95,25.64,28.86,8.3,4.8,0.0,1.0,1.0,7.0
2025,6,24,18,9,3.0,0.0,4,3406,56,53,B1,5.71,29.73,28.76,22.7,4.3,3.0,2.0,14.0,17.0
2025,6,24,18,9,4.0,0.0,5,4835,37,54,B1,5.1,29.73,38.93,20.8,2.6,2.0,3.0,13.0,24.0
2025,6,24,18,9,5.0,0.0,6,4661,33,52,A2,5.83,46.15,35.81,11.1,5.7,1.0,0.0,6.0,8.0
2025,6,24,18,10,2.0,1.0,1,4348,39,55,A1,6.28,36.84,33.11,96.5,2.8,21.0,7.0,31.0,22.0
2025,6,24,18,10,3.0,0.0,2,3713,50,54,A2,5.56,29.41,35.48,52.1,3.0,3.0,9.0,23.0,21.0
2025,6,24,18,10,1.0,1.0,3,4794,34,55,A1,6.88,48.65,41.06,65.2,2.3,8.0,7.0,50.0,25.0
2025,6,24,18,10,5.0,0.0,4,4003,47,53,A2,5.21,35.48,44.3,15.3,3.8,0.0,2.0,12.0,15.0
2025,6,24,18,10,4.0,0.0,5,4154,45,52,B1,5.51,32.35,31.21,35.2,4.1,2.0,4.0,20.0,22.0
2025,6,24,18,10,6.0,0.0,6,4424,40,51,A2,6.0,24.14,32.89,27.2,3.7,2.0,4.0,31.0,19.0
2025,6,24,18,11,1.0,1.0,1,4237,41,52,A1,7.38,33.33,33.99,84.3,3.7,24.0,3.0,43.0,21.0
2025,6,24,18,11,2.0,1.0,2,4288,40,53,A1,6.99,31.58,35.06,48.1,2.5,5.0,8.0,44.0,27.0
2025,6,24,18,11,3.0,0.0,3,4415,38,56,A1,6.36,54.05,26.71,52.0,2.1,10.0,3.0,42.0,15.0
2025,6,24,18,11,4.0,0.0,4,5166,25,52,A2,5.77,12.5,27.4,41.6,3.7,0.0,5.0,20.0,16.0
2025,6,24,18,11,6.0,0.0,5,3974,48,52,B1,4.08,51.35,30.61,6.6,3.8,0.0,1.0,8.0,12.0
2025,6,24,18,11,5.0,0.0,6,3562,56,52,A1,5.96,30.77,37.33,9.5,4.3,0.0,2.0,24.0,30.0
2025,6,24,18,12,1.0,1.0,1,4009,46,58,A2,5.51,46.15,39.47,81.8,2.4,16.0,2.0,21.0,15.0
2025,6,24,18,12,3.0,0.0,2,3159,60,54,A1,7.46,15.63,31.33,60.2,3.5,15.0,29.0,37.0,32.0
2025,6,24,18,12,2.0,1.0,3,4539,34,53,A1,6.39,30.77,31.79,32.0,2.3,2.0,6.0,38.0,25.0
2025,6,24,18,12,4.0,0.0,4,4239,41,55,A2,6.38,39.47,30.92,45.0,3.5,2.0,7.0,31.0,25.0
2025,6,24,18,12,5.0,0.0,5,4512,36,51,A1,6.89,32.43,26.67,25.0,2.5,3.0,3.0,35.0,32.0
2025,6,24,18,12,6.0,0.0,6,3462,58,52,B1,3.53,40.0,30.26,6.6,4.9,0.0,1.0,5.0,8.0
2025,6,24,16,1,2.0,1.0,1,3885,51,54,A2,5.39,29.01,40.71,81.8,2.8,16.0,2.0,25.0,22.0
2025,6,24,16,1,1.0,1.0,2,3722,54,53,B1,3.79,32.56,45.22,26.6,3.9,0.0,4.0,4.0,13.0
2025,6,24,16,1,3.0,0.0,3,4779,39,53,B1,4.52,34.17,25.66,10.0,3.2,0.0,2.0,6.0,15.0
2025,6,24,16,1,4.0,0.0,4,5242,24,59,B1,3.36,45.45,26.96,14.2,2.6,1.0,1.0,2.0,12.0
2025,6,24,16,1,5.0,0.0,5,3860,52,53,B1,3.93,41.94,42.34,23.8,4.2,0.0,5.0,4.0,15.0
2025,6,24,16,1,6.0,0.0,6,5372,22,53,B2,1.32,28.93,37.5,0.0,4.0,0.0,0.0,0.0,0.0
2025,6,24,16,2,2.0,1.0,1,4562,37,56,B1,4.22,26.89,28.95,46.1,2.6,2.0,4.0,7.0,15.0
2025,6,24,16,2,3.0,0.0,2,3875,48,52,B1,4.43,39.83,38.79,23.5,3.8,0.0,4.0,9.0,14.0
2025,6,24,16,2,4.0,0.0,3,3825,51,60,B1,4.28,24.37,34.51,35.0,2.3,2.0,5.0,13.0,18.0
2025,6,24,16,2,1.0,1.0,4,5237,25,55,B1,3.37,27.12,25.44,6.2,3.4,0.0,1.0,6.0,9.0
2025,6,24,16,2,5.0,0.0,5,3964,46,55,B1,4.03,34.65,30.77,0.0,4.3,0.0,0.0,9.0,9.0
2025,6,24,16,2,6.0,0.0,6,5379,21,54,B2,1.64,33.06,40.52,0.0,4.5,0.0,0.0,0.0,0.0
2025,6,24,16,3,2.0,1.0,1,3869,49,54,B1,4.14,30.83,28.21,73.3,2.6,7.0,4.0,9.0,11.0
2025,6,24,16,3,1.0,1.0,2,4258,41,52,A2,5.3,29.51,36.75,38.4,3.2,3.0,7.0,16.0,26.0
2025,6,24,16,3,5.0,0.0,3,3893,49,54,B1,4.23,27.43,33.33,33.3,2.9,1.0,3.0,5.0,10.0
2025,6,24,16,3,6.0,0.0,4,3866,50,57,B2,4.18,22.88,39.32,40.0,2.6,0.0,2.0,8.0,7.0
2025,6,24,16,3,4.0,0.0,5,4302,42,53,A2,6.1,25.62,38.74,16.6,3.4,1.0,2.0,24.0,28.0
2025,6,24,16,3,3.0,0.0,6,4004,47,53,B1,4.25,25.81,33.91,0.0,4.6,0.0,0.0,7.0,18.0
2025,6,24,16,4,2.0,1.0,1,4406,40,52,B1,4.36,45.16,27.43,50.0,2.5,4.0,3.0,7.0,19.0
2025,6,24,16,4,6.0,0.0,2,4299,42,56,B1,4.7,25.21,25.45,21.0,2.9,0.0,4.0,8.0,14.0
2025,6,24,16,4,1.0,1.0,3,4452,37,53,A2,5.57,40.0,40.52,23.0,2.5,2.0,1.0,14.0,20.0
2025,6,24,16,4,3.0,0.0,4,4161,43,56,A1,5.76,44.35,28.81,50.0,2.6,2.0,4.0,22.0,15.0
2025,6,24,16,4,4.0,0.0,5,4873,31,53,A2,5.58,33.06,37.61,10.0,4.4,0.0,2.0,13.0,25.0
