予測勝敗,勝敗,年,月,日,レース場番号,レース番号,着順,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数,1着回数,2着回数
0,,2025,7,17,1,2,,5,4434,39,55,A1,6.77,40.95,37.5,9.5,4.4,1.0,1.0,34.0,33.0
0,,2025,7,17,1,2,,6,3583,52,58,B2,3.26,32.85,36.43,0.0,2.8,0.0,0.0,2.0,4.0
1,,2025,7,17,1,3,,1,5223,24,55,B1,4.49,36.67,39.2,75.0,3.6,7.0,2.0,12.0,16.0
1,,2025,7,17,1,3,,2,4137,44,53,A1,7.06,39.22,18.9,47.6,2.6,2.0,8.0,36.0,35.0
0,,2025,7,17,1,3,,3,5012,28,53,A2,5.9,36.08,42.11,39.1,2.5,4.0,5.0,30.0,22.0
0,,2025,7,17,1,3,,4,3569,54,55,B1,4.34,30.68,28.57,15.7,3.9,1.0,2.0,13.0,13.0
0,,2025,7,17,1,3,,5,3659,50,54,A2,5.46,31.48,29.41,16.6,4.1,0.0,3.0,15.0,19.0
0,,2025,7,17,1,3,,6,5154,29,54,B1,4.73,28.23,25.19,20.0,4.2,0.0,4.0,9.0,26.0
1,,2025,7,17,1,4,,1,3699,52,52,B1,4.38,42.48,43.51,50.0,2.6,2.0,2.0,7.0,14.0
1,,2025,7,17,1,4,,2,4630,38,53,A1,6.25,50.46,28.1,63.1,3.1,5.0,7.0,31.0,27.0
0,,2025,7,17,1,4,,3,4343,40,52,B1,3.12,31.82,31.53,17.6,2.9,0.0,3.0,6.0,11.0
0,,2025,7,17,1,4,,4,4131,45,54,A2,5.16,41.27,38.93,23.5,3.0,1.0,3.0,13.0,30.0
0,,2025,7,17,1,4,,5,4748,39,53,A1,6.3,42.97,32.56,13.6,2.5,2.0,1.0,39.0,31.0
0,,2025,7,17,1,4,,6,5343,22,52,B1,2.64,33.85,32.58,5.4,3.6,1.0,3.0,1.0,4.0
1,,2025,7,17,1,5,,1,4022,45,57,B1,5.14,31.69,32.31,64.0,2.8,8.0,8.0,16.0,22.0
1,,2025,7,17,1,5,,2,4761,35,53,A1,6.23,39.56,35.71,52.9,2.2,5.0,4.0,26.0,19.0
0,,2025,7,17,1,5,,3,4578,36,52,A2,6.47,26.73,40.0,31.8,2.7,4.0,3.0,34.0,21.0
0,,2025,7,17,1,5,,4,4555,35,55,B1,5.4,41.23,31.3,37.5,2.9,3.0,3.0,17.0,17.0
0,,2025,7,17,1,5,,5,4651,40,52,B1,4.97,34.33,34.92,10.5,3.9,0.0,2.0,5.0,14.0
0,,2025,7,17,1,5,,6,4786,37,54,A1,6.31,28.46,28.46,5.0,4.0,0.0,1.0,23.0,32.0
1,,2025,7,17,1,6,,1,3412,55,54,A1,6.68,30.0,31.82,93.5,2.4,27.0,2.0,44.0,27.0
0,,2025,7,17,1,6,,2,4405,40,52,B1,4.51,35.86,34.88,27.7,3.7,0.0,5.0,7.0,13.0
0,,2025,7,17,1,6,,3,3860,52,52,B1,4.09,28.0,30.47,18.7,3.8,1.0,2.0,4.0,15.0
0,,2025,7,17,1,6,,4,5244,24,52,B1,3.88,28.36,37.5,0.0,4.0,0.0,0.0,2.0,7.0
0,,2025,7,17,1,6,,5,4197,43,56,B1,4.24,32.37,31.58,10.5,3.5,1.0,1.0,14.0,17.0
0,,2025,7,17,1,6,,6,5304,22,59,B2,1.28,30.0,36.84,0.0,5.0,0.0,0.0,0.0,0.0
1,,2025,7,17,1,7,,1,3251,59,49,A2,5.85,28.7,28.8,84.3,3.5,22.0,5.0,35.0,22.0
0,,2025,7,17,1,7,,2,5212,26,55,B1,4.4,35.11,39.85,30.0,3.7,2.0,4.0,11.0,13.0
0,,2025,7,17,1,7,,3,4437,39,55,A1,6.1,30.53,26.77,42.1,2.9,3.0,5.0,41.0,18.0
0,,2025,7,17,1,7,,4,2538,76,53,B1,2.92,33.1,37.8,0.0,4.8,0.0,0.0,1.0,6.0
0,,2025,7,17,1,7,,5,4766,34,56,B1,5.01,33.87,34.35,10.0,1.8,1.0,1.0,19.0,17.0
0,,2025,7,17,1,7,,6,3569,54,55,B1,4.34,30.68,28.57,5.2,5.8,0.0,1.0,13.0,13.0
1,,2025,7,17,1,8,,1,4131,45,54,A2,5.16,41.27,38.93,92.8,3.4,7.0,6.0,13.0,30.0
0,,2025,7,17,1,8,,2,5107,26,50,B1,5.0,40.74,33.85,27.2,2.8,0.0,3.0,4.0,6.0
0,,2025,7,17,1,8,,3,5154,29,54,B1,4.73,28.23,25.19,37.5,3.1,1.0,8.0,9.0,26.0
0,,2025,7,17,1,8,,4,5100,28,55,B2,3.09,33.81,33.33,14.2,3.4,0.0,1.0,1.0,3.0
0,,2025,7,17,1,8,,5,4512,36,52,A1,6.84,28.44,27.19,25.0,2.5,3.0,3.0,35.0,32.0
0,,2025,7,17,1,8,,6,5349,21,53,B2,1.24,35.66,32.0,0.0,4.5,0.0,0.0,0.0,0.0
1,,2025,7,17,1,9,,1,4651,40,52,B1,4.97,34.33,34.92,75.0,4.6,2.0,4.0,5.0,14.0
0,,2025,7,17,1,9,,2,4872,32,54,B1,4.21,44.34,37.21,23.5,4.1,1.0,3.0,5.0,12.0
1,,2025,7,17,1,9,,3,4748,39,53,A1,6.3,42.97,32.56,48.1,2.1,7.0,6.0,39.0,31.0
0,,2025,7,17,1,9,,4,3659,50,54,A2,5.46,31.48,29.41,29.4,3.5,2.0,3.0,15.0,19.0
0,,2025,7,17,1,9,,5,4429,39,60,B1,4.2,48.28,32.58,0.0,3.9,0.0,0.0,10.0,12.0
0,,2025,7,17,1,9,,6,4643,32,52,A1,6.96,36.19,27.64,18.7,4.6,0.0,3.0,34.0,29.0
1,,2025,7,17,1,10,,1,5012,28,53,A2,5.9,36.08,42.11,71.4,2.7,10.0,0.0,30.0,22.0
1,,2025,7,17,1,10,,2,4434,39,55,A1,6.77,40.95,37.5,52.3,3.0,5.0,6.0,34.0,33.0
0,,2025,7,17,1,10,,3,4469,38,55,A2,5.71,36.89,37.31,50.0,3.3,3.0,5.0,11.0,17.0
0,,2025,7,17,1,10,,4,3740,51,54,A1,6.26,38.1,38.17,20.0,2.7,0.0,3.0,23.0,26.0
0,,2025,7,17,1,10,,5,4555,35,55,B1,5.4,41.23,31.3,25.0,4.3,0.0,4.0,17.0,17.0
0,,2025,7,17,1,10,,6,4197,43,56,B1,4.24,32.37,31.58,5.8,4.1,0.0,1.0,14.0,17.0
1,,2025,7,17,1,11,,1,4630,38,53,A1,6.25,50.46,28.1,76.6,3.8,16.0,7.0,31.0,27.0
0,,2025,7,17,1,11,,2,3860,52,52,B1,4.09,28.0,30.47,29.4,3.6,1.0,4.0,4.0,15.0
1,,2025,7,17,1,11,,3,4137,44,53,A1,7.06,39.22,18.9,61.1,3.2,5.0,6.0,36.0,35.0
0,,2025,7,17,1,11,,4,5212,26,55,B1,4.4,35.11,39.85,31.2,2.8,0.0,5.0,11.0,13.0
0,,2025,7,17,1,11,,5,4228,42,58,A2,5.25,32.54,38.28,30.0,3.0,3.0,3.0,23.0,23.0
0,,2025,7,17,1,11,,6,4578,36,52,A2,6.47,26.73,40.0,12.5,3.9,1.0,1.0,34.0,21.0
1,,2025,7,17,1,12,,1,4512,36,52,A1,6.84,28.44,27.19,83.8,3.4,22.0,4.0,35.0,32.0
0,,2025,7,17,1,12,,2,5053,29,55,A2,5.36,36.88,28.46,50.0,2.9,3.0,4.0,22.0,13.0
0,,2025,7,17,1,12,,3,4430,39,57,A2,5.59,42.73,23.66,44.4,3.5,5.0,7.0,28.0,30.0
0,,2025,7,17,1,12,,4,4405,40,52,B1,4.51,35.86,34.88,6.6,3.9,1.0,0.0,7.0,13.0
0,,2025,7,17,1,12,,5,3699,52,52,B1,4.38,42.48,43.51,16.6,3.8,1.0,1.0,7.0,14.0
0,,2025,7,17,1,12,,6,4761,35,53,A1,6.23,39.56,35.71,26.6,3.0,2.0,2.0,26.0,19.0
